Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Collision Type Description,Weather Description,Illumination Description,Street Address,City,State,Precinct,Lat,Long,HarmfulCodes,HarmfulDescriptions,ObjectId,Zip Code,RPA,Weather,IlluACCIDEmination,Collision Type,Reporting Officer,x,y
20180005640,1/3/2018 2:00:00 AM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,TAMPA DR & HARDING PL,NASHVILLE,TN,SOUTH,36.08267,-86.71049,12,MOTOR VEHICLE IN TRANSPORT,171,37211,8705,21,3,11,240943,-9652567.5932,4312002.607
20180005725,1/2/2018 6:00:00 AM,3,1,0,,N,ANGLE,CLEAR,DARK - LIGHTED,NOLENSVILLE PKE & OLD HICKORY BLVD,NASHVILLE,TN,SOUTH,36.04537,-86.71326,12,MOTOR VEHICLE IN TRANSPORT,172,37211,8717,21,3,4,256441,-9652875.9482,4306866.0112
20180005781,1/3/2018 1:17:00 AM,2,0,0,,N,ANGLE,CLEAR,DARK - NOT LIGHTED,CHARLOTTE AV & 17TH AVN,NASHVILLE,TN,MIDTOW,36.15881,-86.79816,12,MOTOR VEHICLE IN TRANSPORT,173,37203,5503,21,2,4,240987,-9662326.973,4322495.4436
20180005788,1/3/2018 3:20:00 AM,2,2,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,OPRY MILLS DR & SHELBY BOTTOMS GRNWY,NASHVILLE,TN,HERMIT,36.20172,-86.69438,12,MOTOR VEHICLE IN TRANSPORT,174,37214,9209,21,3,5,161948,-9650774.2362,4328413.3504
20180005851,1/3/2018 3:44:00 AM,2,0,0,,Y,ANGLE,CLOUDY,DARK - NOT LIGHTED,OLD HICKORY BLVD & PLANTATION DR,OLD HICKORY,TN,HERMIT,36.20142,-86.62118,14,PARKED MOTOR VEHICLE,175,37138,9739,22,2,4,807332,-9642625.6495,4328371.9649
20180005945,1/3/2018 4:29:00 AM,2,1,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 215 0 I 40,NASHVILLE,TN,HERMIT,36.14429,-86.69523,12,MOTOR VEHICLE IN TRANSPORT,176,37214,91021,21,3,11,240967,-9650868.8578,4320493.66
20180006457,1/3/2018 7:33:00 AM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,MURFREESBORO PKE & HARDING PL,NASHVILLE,TN,HERMIT,36.10085,-86.66282,18,OTHER OBJECT (NOT FIXED),177,37217,8947,21,2,0,110096,-9647260.9931,4314507.0643
20180006534,1/3/2018 6:00:00 AM,1,0,0,Y,Y,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,GALLATIN PKE & LITTON AV,NASHVILLE,TN,EAST,36.20288,-86.7389,18;19,OTHER OBJECT (NOT FIXED);BUILDING,178,37216,1415,21,2,0,240981,-9655730.18,4328573.3762
20180006619,1/29/2019 1:00:00 AM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,HARDING PL & SIDCO DR,NASHVILLE,TN,MIDTOW,36.0821,-86.7617,12,MOTOR VEHICLE IN TRANSPORT,179,37220,8601,21,3,11,493312,-9658268.2644,4311924.0938
20180006843,1/3/2018 10:20:00 AM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,MM 212 0 I 40,NASHVILLE,TN,HERMIT,36.14694,-86.74351,18,OTHER OBJECT (NOT FIXED),180,37210,90041,21,3,0,256444,-9656243.3628,4320858.9717
20180007073,1/3/2018 12:20:00 PM,2,1,0,,Y,Front to Rear,CLEAR,DAYLIGHT,MM 38 0 I 24,WHITES CREEK,TN,NORTH,36.30804,-86.82175,12,MOTOR VEHICLE IN TRANSPORT,181,37189,2212,21,1,11,226098,-9664952.9998,4343090.4045
20180007090,1/3/2018 12:50:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,MM 62 0 I 24,ANTIOCH,TN,SOUTH,36.02036,-86.62696,12,MOTOR VEHICLE IN TRANSPORT,182,37013,87040,22,1,5,225805,-9643269.0762,4303423.2384
20180007141,1/3/2018 12:30:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,DONELSON PKE & DONELSON PKE N ENT RAMP,NASHVILLE,TN,HERMIT,36.13374,-86.66372,12,MOTOR VEHICLE IN TRANSPORT,183,37214,8953,21,1,4,474557,-9647361.1807,4319039.4285
20180007148,1/3/2018 1:15:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,ELLINGTON PKWYS & ELLINGTON PKWYN,NASHVILLE,TN,EAST,36.18592,-86.75896,12,MOTOR VEHICLE IN TRANSPORT,184,37206,1995,21,1,11,714648,-9657963.249,4326233.9259
20180007236,1/3/2018 1:21:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,PEBBLE CREEK DR & SPRINGMORE CT,ANTIOCH,TN,SOUTH,36.07102,-86.64722,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,185,37013,8861,22,1,5,225805,-9645524.4091,4310398.02
20180007245,1/3/2018 2:30:00 PM,2,0,0,,N,,,,MM 209 0 I 40,NASHVILLE,TN,CENTRA,36.15778,-86.79067,,,186,37203,4104,,,,226576,-9661493.19,4322353.4315
20180007275,1/3/2018 1:50:00 PM,2,0,0,,N,Front to Rear,CLOUDY,DAYLIGHT,MM 37 4 I 24,WHITES CREEK,TN,NORTH,36.31261,-86.83031,12,MOTOR VEHICLE IN TRANSPORT,187,37189,33181,22,1,11,414668,-9665905.8946,4343721.723
20180007285,1/3/2018 1:00:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,LARGO DR & SHERMAN OAKS DR,NASHVILLE,TN,SOUTH,36.08299,-86.70741,12,MOTOR VEHICLE IN TRANSPORT,188,37211,8705,21,1,11,279227,-9652224.7292,4312046.6849
20180007291,1/3/2018 12:44:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,HICKORY HOLLOW PKWY & CROSSINGS PL,ANTIOCH,TN,SOUTH,36.04312,-86.65005,12,MOTOR VEHICLE IN TRANSPORT,189,37013,8863,21,1,11,591933,-9645839.4432,4306556.2408
20180007293,1/3/2018 2:20:00 PM,1,1,0,Y,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,RIVERSIDE DR & MCGAVOCK PKE,NASHVILLE,TN,EAST,36.20555,-86.72466,30,UTILITY POLE,190,37216,1443,21,1,0,665896,-9654144.9904,4328941.7202
20180007294,1/3/2018 2:20:00 PM,1,1,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,,DAYLIGHT,8TH AVS & DEMONBREUN ST,NASHVILLE,TN,CENTRA,36.15727,-86.78107,8,PEDESTRIAN,191,37203,4041,,1,0,405427,-9660424.5229,4322283.1156
20180007297,1/3/2018 2:24:00 PM,2,0,0,,N,ANGLE,CLOUDY,DAYLIGHT,BELCOURT AV & 19TH AVS,NASHVILLE,TN,MIDTOW,36.13669,-86.79836,14,PARKED MOTOR VEHICLE,192,37212,6611,22,1,4,562545,-9662349.2369,4319446.0423
20180007312,1/3/2018 2:25:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,LAFAYETTE ST & 1ST AVS,NASHVILLE,TN,SOUTH,36.14993,-86.76571,12,MOTOR VEHICLE IN TRANSPORT,193,37210,8149,21,1,11,191578,-9658714.6555,4321271.1683
20180007334,1/3/2018 2:34:00 PM,2,3,0,,N,Front to Rear,CLEAR,DAYLIGHT,CHARLOTTE AV & 19TH AVN,NASHVILLE,TN,MIDTOW,36.15759,-86.80143,12,MOTOR VEHICLE IN TRANSPORT,194,37203,5507,21,1,11,156307,-9662690.9877,4322327.2354
20180007339,1/3/2019 11:51:00 PM,2,1,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,JAMES ROBERTSON PKWY & MAIN ST,NASHVILLE,TN,EAST,36.16936,-86.77463,12,MOTOR VEHICLE IN TRANSPORT,195,37206,1109,21,3,11,714641,-9659707.6254,4323950.14
20180007350,1/3/2018 2:12:00 PM,1,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,MM 75 0 I 65,BRENTWOOD,TN,MIDTOW,36.05767,-86.77391,18,OTHER OBJECT (NOT FIXED),196,37027,86040,21,1,0,226136,-9659627.4753,4308559.5794
20180007441,1/3/2018 3:01:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,WEST END AV & PARK DR,NASHVILLE,TN,MIDTOW,36.13967,-86.81874,55,Motor Vehicle-In-Motion Outside Trafficw,197,37212,5817,21,1,11,544482,-9664617.9281,4319856.8066
20180007458,1/3/2018 3:02:00 PM,2,0,0,,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,UNA ANTIOCH PKE & ANTIOCH WOODS CT,ANTIOCH,TN,SOUTH,36.06057,-86.6664,50,DEER (ANIMAL),198,37013,8861,21,1,0,633367,-9647659.5169,4308958.9145
20180007486,1/3/2018 2:02:00 PM,2,0,0,,N,Front to Rear,CLOUDY,DAYLIGHT,COLERIDGE DR & BART DR,ANTIOCH,TN,SOUTH,36.05682,-86.6952,12,MOTOR VEHICLE IN TRANSPORT,199,37013,8713,22,1,11,225805,-9650865.5182,4308442.5357
20180007508,1/3/2018 3:30:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,HICKORY HILLS BLVD & HICKORY HILLS CT,WHITES CREEK,TN,MADISO,36.28265,-86.79593,12,MOTOR VEHICLE IN TRANSPORT,200,37189,2105,21,1,4,420035,-9662078.7305,4339583.5995
20180007527,1/3/2018 3:30:00 PM,2,1,0,Y,Y,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DAYLIGHT,NESBITT LN & S SUMMERFIELD DR,MADISON,TN,MADISO,36.2722,-86.73284,12;30,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE,201,37115,1769,21,1,6,693093,-9655055.5839,4338140.6024
20180007583,1/3/2018 3:10:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,HARDING PL & I24 E ENT RAMP,NASHVILLE,TN,SOUTH,36.08556,-86.70143,12,MOTOR VEHICLE IN TRANSPORT,202,37211,8707,21,1,11,223502,-9651559.0386,4312400.6916
20180007585,1/3/2018 12:43:00 AM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,7200 OLD HICKORY BLVD,WHITES CREEK,TN,NORTH,36.27497,-86.82227,14,PARKED MOTOR VEHICLE,203,37189,3227,21,3,11,633389,-9665010.8859,4338523.0814
20180007642,1/3/2018 3:47:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MM 42 0 I 24,WHITES CREEK,TN,NORTH,36.25866,-86.78756,12,MOTOR VEHICLE IN TRANSPORT,204,37189,3226,21,1,5,206962,-9661146.9864,4336271.2073
20180007643,1/3/2018 4:00:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 6 0 I 440,NASHVILLE,TN,MIDTOW,36.12142,-86.75696,12,MOTOR VEHICLE IN TRANSPORT,205,37211,81060,21,1,11,716886,-9657740.61,4317341.4644
20180007672,1/3/2018 4:09:00 PM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,OLD HICKORY BLVDW & N GRAYCROFT AV,MADISON,TN,MADISO,36.26446,-86.73217,12,MOTOR VEHICLE IN TRANSPORT,206,37115,1777,21,1,11,572251,-9654980.9998,4337071.9425
20180007762,1/3/2018 5:00:00 PM,1,1,0,Y,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,ELKINS AV & 46TH AVN,NASHVILLE,TN,WEST,36.14996,-86.84208,30,UTILITY POLE,207,37209,5203,21,1,0,226622,-9667216.125,4321275.3041
20180007789,1/3/2018 5:09:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,DONELSON PKE & LEBANON PKE,NASHVILLE,TN,HERMIT,36.16766,-86.66332,12,MOTOR VEHICLE IN TRANSPORT,208,37214,9401,21,1,11,134899,-9647316.6529,4323715.7207
20180007801,1/3/2018 4:51:00 PM,2,0,0,,N,Front to Rear,CLOUDY,DAYLIGHT,I65 N EXT RAMP & OLD HICKORY BLVDW,MADISON,TN,MADISO,36.26414,-86.73576,12,MOTOR VEHICLE IN TRANSPORT,209,37115,1777,22,1,11,224955,-9655380.6368,4337027.7624
20180007820,1/3/2018 4:30:00 PM,1,0,0,Y,Y,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,GALLATIN PKES & GALLATIN PKE,MADISON,TN,MADISO,36.23881,-86.72386,43,OTHER FIXED OBJECTS,210,37115,1517,21,1,0,420035,-9654055.9348,4333531.2098
20180007864,1/3/2018 5:33:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,ROBINSON RD & INDUSTRIAL DR,OLD HICKORY,TN,HERMIT,36.26334,-86.66203,12,MOTOR VEHICLE IN TRANSPORT,211,37138,9611,21,1,4,191578,-9647173.0507,4336917.3131
20180007906,1/3/2018 6:05:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,19TH AVS & WEST END AV,NASHVILLE,TN,MIDTOW,36.15189,-86.79715,12,MOTOR VEHICLE IN TRANSPORT,212,37203,5709,21,1,4,226136,-9662214.5403,4321541.3793
20180007920,1/3/2018 5:40:00 PM,2,0,0,,Y,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,I40 E ENT RAMP & BROADWAY,NASHVILLE,TN,MIDTOW,36.15565,-86.78972,12,MOTOR VEHICLE IN TRANSPORT,213,37203,5701,21,1,5,562545,-9661387.4365,4322059.7621
20180007961,1/3/2018 5:30:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,OLD HICKORY BLVD & I40 E EXT RAMP,HERMITAGE,TN,HERMIT,36.17804,-86.60513,12,MOTOR VEHICLE IN TRANSPORT,214,37076,9561,21,1,4,262757,-9640838.9717,4325147.1367
20180008028,1/3/2018 6:41:00 PM,2,1,0,,N,Front to Rear,CLEAR,DAYLIGHT,21ST AVS & W LINDEN AV,NASHVILLE,TN,MIDTOW,36.12772,-86.80347,12,MOTOR VEHICLE IN TRANSPORT,215,37212,6509,21,1,11,620072,-9662918.0795,4318209.7082
20180008051,1/3/2018 6:49:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,ANTIOCH PKE & HARDING PL,NASHVILLE,TN,SOUTH,36.08647,-86.69147,12,MOTOR VEHICLE IN TRANSPORT,216,37211,8847,21,1,11,225805,-9650450.2965,4312526.0431
20180008075,1/25/2018 10:01:00 AM,1,0,0,Y,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,4500 NOLENSVILLE PKE,NASHVILLE,TN,SOUTH,36.07195,-86.72393,38,FENCE,217,37211,8701,21,3,0,660929,-9654063.7272,4310526.1027
20180008104,1/3/2018 6:49:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,MOSSDALE DR & CLEARWATER DR,NASHVILLE,TN,HERMIT,36.0795,-86.62403,12,MOTOR VEHICLE IN TRANSPORT,218,37217,8963,21,1,4,191578,-9642942.9101,4311565.9705
20180008191,1/3/2018 7:30:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,BOWLING AV & RICHLAND AV,NASHVILLE,TN,WEST,36.13589,-86.82571,12,MOTOR VEHICLE IN TRANSPORT,219,37205,5211,21,1,4,226622,-9665393.825,4319335.7726
20180008193,1/3/2018 7:00:00 PM,2,0,0,,N,,,,UNION ST & 6TH AVN,NASHVILLE,TN,CENTRA,36.16387,-86.78258,,,220,37219,4141,,,,224953,-9660592.6153,4323193.1219
20180008215,1/3/2018 7:38:00 PM,2,1,0,,N,Front to Rear,CLEAR,DAYLIGHT,I40 E EXT RAMP & I 40,NASHVILLE,TN,HERMIT,36.15492,-86.62719,12,MOTOR VEHICLE IN TRANSPORT,221,37214,8955,21,1,11,191578,-9643294.6797,4321959.1167
20180008242,1/3/2018 7:50:00 PM,2,1,0,Y,Y,ANGLE,CLEAR,DAYLIGHT,EWING DR & CLAYMILLE BLVD,NASHVILLE,TN,NORTH,36.23189,-86.8016,12,MOTOR VEHICLE IN TRANSPORT,222,37207,3023,21,1,4,179602,-9662709.912,4332576.1703
20180008264,1/3/2018 8:00:00 PM,2,0,0,,Y,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,DR D B TODD JR BLVD & JEFFERSON ST,NASHVILLE,TN,NORTH,36.16905,-86.80646,12,MOTOR VEHICLE IN TRANSPORT,223,37208,5325,21,1,5,717625,-9663250.9248,4323907.3926
20180008283,1/3/2018 7:24:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,GEORGE L DAVIS BLVD & CHARLOTTE AV,NASHVILLE,TN,CENTRA,36.1612,-86.79268,12,MOTOR VEHICLE IN TRANSPORT,224,37203,4205,21,1,4,226673,-9661716.9422,4322824.9738
20180008322,1/3/2018 8:07:00 PM,1,0,0,Y,N,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,OLD LEBANON DIRT RD & CHESNEY GLEN DR,HERMITAGE,TN,HERMIT,36.18895,-86.58679,40,MAIL BOX,225,37076,9513,21,1,0,134899,-9638797.3722,4326651.8447
20180008325,1/3/2018 8:20:00 PM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,CRAIGHEAD ST & WESTWOOD DR,NASHVILLE,TN,MIDTOW,36.12637,-86.77625,12,MOTOR VEHICLE IN TRANSPORT,226,37204,6921,21,1,11,298874,-9659887.9629,4318023.6501
20180008347,1/3/2018 8:46:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,UNION ST & 1ST AVN,NASHVILLE,TN,CENTRA,36.16699,-86.77716,12,MOTOR VEHICLE IN TRANSPORT,227,37201,4163,21,1,4,279116,-9659989.2637,4323623.3333
20180008362,1/3/2018 8:22:00 PM,2,0,0,,N,ANGLE,CLEAR,DAYLIGHT,HIGHWAY 100 & OLD HARDING PKE,NASHVILLE,TN,WEST,36.04446,-86.95623,12,MOTOR VEHICLE IN TRANSPORT,228,37221,4807,21,1,4,596389,-9679923.2449,4306740.7252
20180008392,1/3/2018 9:05:00 PM,2,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,HARDING PL & S PERIMETER PARK DR,NASHVILLE,TN,SOUTH,36.0868,-86.69542,12,MOTOR VEHICLE IN TRANSPORT,229,37211,8889,21,1,11,716886,-9650890.0085,4312571.5006
20180008414,1/3/2018 9:07:00 PM,3,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,NEELYS BEND RD & SIOUX TER,MADISON,TN,MADISO,36.24743,-86.6816,12,MOTOR VEHICLE IN TRANSPORT,230,37115,1631,21,1,11,151132,-9649351.5731,4334720.9872
20180008432,1/3/2018 9:00:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MURFREESBORO PKE & MT VIEW RD,ANTIOCH,TN,SOUTH,36.05777,-86.62107,12,MOTOR VEHICLE IN TRANSPORT,231,37013,8865,21,1,11,240943,-9642613.4044,4308573.3493
20180008454,1/3/2018 8:54:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,HILLSBORO PKE & ABBOTT MARTIN RD,NASHVILLE,TN,WEST,36.10679,-86.81329,12,MOTOR VEHICLE IN TRANSPORT,232,37215,6111,21,1,11,179606,-9664011.2369,4315325.478
20180008490,1/3/2018 6:00:00 AM,2,1,0,,N,Front to Rear,CLEAR,DAYLIGHT,ROSA L PARKS BLVD & I65 N ENT RAMP,NASHVILLE,TN,NORTH,36.1839,-86.79801,12,MOTOR VEHICLE IN TRANSPORT,233,37208,4353,21,1,11,197070,-9662310.2751,4325955.3223
20180008496,1/3/2018 9:33:00 PM,2,0,0,,N,ANGLE,CLEAR,DUSK,BROADMOOR DR & DICKERSON PKE,NASHVILLE,TN,EAST,36.22938,-86.75928,12,MOTOR VEHICLE IN TRANSPORT,234,37207,1809,21,5,4,240945,-9657998.8712,4332229.7823
20180008499,1/3/2018 9:33:00 PM,6,0,0,,Y,Front to Rear,CLEAR,DAYLIGHT,MM 6 5 I 440,NASHVILLE,TN,SOUTH,36.12373,-86.74743,12,MOTOR VEHICLE IN TRANSPORT,235,37210,81040,21,1,11,716886,-9656679.7352,4317659.8123
20180008542,1/3/2018 9:43:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,BELL RD & COLLINS PARK DR,ANTIOCH,TN,SOUTH,36.04671,-86.65703,12,MOTOR VEHICLE IN TRANSPORT,236,37013,8863,21,1,11,876597,-9646616.4533,4307050.5009
20180008565,1/3/2018 9:52:00 PM,2,0,0,,N,,,,I40 W EXT RAMP & I 40,NASHVILLE,TN,CENTRA,36.15401,-86.78756,,,237,37203,4119,,,,240977,-9661146.9864,4321833.6559
20180008575,1/3/2018 9:50:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,OLD HARDING PKE & BEECH BEND DR,NASHVILLE,TN,WEST,36.06268,-86.94239,12,MOTOR VEHICLE IN TRANSPORT,238,37221,4819,21,1,5,725756,-9678382.5832,4309249.4744
20180008596,1/3/2018 9:55:00 PM,2,0,0,,N,,,,MM 3 0 I 440,NASHVILLE,TN,MIDTOW,36.11989,-86.80251,,,239,37215,6424,,,,212318,-9662811.2128,4317130.6157
20180008602,1/3/2018 9:40:00 PM,2,0,0,,Y,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MM 212 0 I 40,NASHVILLE,TN,HERMIT,36.14713,-86.74381,12,MOTOR VEHICLE IN TRANSPORT,240,37210,90041,21,1,5,240943,-9656276.7587,4320885.1643
20180008610,1/3/2018 6:00:00 AM,3,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,ROSA L PARKS BLVD & DOMINICAN DR,NASHVILLE,TN,NORTH,36.18741,-86.79845,12,MOTOR VEHICLE IN TRANSPORT,241,37208,4403,21,1,11,197070,-9662359.2556,4326439.4351
20180008622,1/3/2018 9:48:00 PM,2,1,0,,N,Front to Rear,CLEAR,DUSK,25TH AVN & WEST END AV,NASHVILLE,TN,MIDTOW,36.14684,-86.80863,12,MOTOR VEHICLE IN TRANSPORT,242,37203,5615,21,5,11,134869,-9663492.4881,4320845.1861
20180008695,1/3/2018 10:34:00 PM,2,0,0,,N,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,CHARLOTTE AV & 4TH AVN,NASHVILLE,TN,CENTRA,36.16598,-86.78163,12,MOTOR VEHICLE IN TRANSPORT,243,37201,4161,21,1,5,279116,-9660486.8618,4323484.0643
20180008700,1/3/2018 10:35:00 PM,3,2,0,,N,HEAD-ON,CLOUDY,DAYLIGHT,BELL RD & COUCHVILLE PKE,NASHVILLE,TN,HERMIT,36.11299,-86.63067,12,MOTOR VEHICLE IN TRANSPORT,244,37214,8989,22,1,2,240967,-9643682.0715,4316179.7804
20180008705,1/3/2018 10:40:00 PM,2,2,0,,N,Front to Rear,CLEAR,DUSK,MAIN ST & N 8TH ST,NASHVILLE,TN,EAST,36.17546,-86.75855,12,MOTOR VEHICLE IN TRANSPORT,245,37206,1119,21,5,11,197435,-9657917.608,4324791.3335
20180008724,1/3/2018 10:15:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,RECOVERY RD & HARDING PL,NASHVILLE,TN,SOUTH,36.0804,-86.71793,12,MOTOR VEHICLE IN TRANSPORT,246,37211,8705,21,1,11,240943,-9653395.8102,4311689.9349
20180008734,1/3/2018 11:19:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,ANTIOCH PKE & CANDY LN,NASHVILLE,TN,SOUTH,36.08918,-86.6936,12,MOTOR VEHICLE IN TRANSPORT,247,37211,8845,21,3,11,716886,-9650687.407,4312899.3511
20180008782,1/3/2018 11:01:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 53 3 I 24,NASHVILLE,TN,SOUTH,36.11448,-86.72456,12,MOTOR VEHICLE IN TRANSPORT,248,37210,88141,21,3,11,256379,-9654133.8585,4316385.0986
20180008786,1/3/2018 11:03:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,MM 90 9 I 65,MADISON,TN,MADISO,36.24642,-86.74449,12,MOTOR VEHICLE IN TRANSPORT,249,37115,20044,21,3,11,240961,-9656352.4559,4334581.5749
20180008794,1/3/2018 6:00:00 AM,2,1,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,W TRINITY LN & LUCAS LN,NASHVILLE,TN,EAST,36.20608,-86.7711,12,MOTOR VEHICLE IN TRANSPORT,250,37207,1863,21,3,11,212344,-9659314.6676,4329014.8387
20180008804,1/3/2018 9:45:00 PM,2,0,0,,N,,,,GARFIELD ST & ROSA L PARKS BLVD,NASHVILLE,TN,NORTH,36.18045,-86.79669,,,251,37208,4343,,,,772946,-9662163.3333,4325479.506
20180008826,1/3/2018 11:16:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,GRANNY WHITE PKE & BILTMORE DR,NASHVILLE,TN,MIDTOW,36.09207,-86.80197,12,MOTOR VEHICLE IN TRANSPORT,252,37204,7023,21,3,11,298874,-9662751.1003,4313297.4686
20180008834,1/3/2018 11:12:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,I65 N ENT RAMP & I 65,NASHVILLE,TN,EAST,36.24656,-86.74404,12,MOTOR VEHICLE IN TRANSPORT,253,37207,1829,21,1,11,151132,-9656302.3622,4334600.8993
20180008839,1/3/2018 11:21:00 PM,2,1,0,,N,Front to Rear,CLEAR,DUSK,MM 49 5 I 24,NASHVILLE,TN,CENTRA,36.15905,-86.76,12,MOTOR VEHICLE IN TRANSPORT,254,37210,4008,21,5,11,240966,-9658079.0212,4322528.534
20180008840,1/3/2018 10:55:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,CANE RIDGE RD & BELL RD,ANTIOCH,TN,SOUTH,36.04453,-86.66154,12,MOTOR VEHICLE IN TRANSPORT,255,37013,8721,21,1,11,876597,-9647118.5042,4306750.3626
20180008849,1/3/2018 11:23:00 PM,2,1,0,,N,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DARK - LIGHTED,STEWARTS FERRY PKE & I40 E EXT RAMP,NASHVILLE,TN,HERMIT,36.15501,-86.62711,12,MOTOR VEHICLE IN TRANSPORT,256,37214,8955,21,3,6,256386,-9643285.7741,4321971.525
20180008852,1/3/2018 10:55:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,MM 53 9 I 24,NASHVILLE,TN,SOUTH,36.1074,-86.72004,12,MOTOR VEHICLE IN TRANSPORT,257,37211,88122,21,1,11,240943,-9653630.6944,4315409.5273
20180008858,1/3/2018 11:16:00 PM,2,0,0,,N,Front to Rear,CLEAR,DAYLIGHT,I65 N ENT RAMP & I 65,NASHVILLE,TN,EAST,36.24691,-86.74364,12,MOTOR VEHICLE IN TRANSPORT,258,37207,1829,21,1,11,151132,-9656257.8344,4334649.2104
20180008869,1/3/2018 11:30:00 PM,2,0,0,,N,Front to Rear,CLEAR,DARK - LIGHTED,BERKLEY DR & GALLATIN PKES,MADISON,TN,MADISO,36.24668,-86.72117,12,MOTOR VEHICLE IN TRANSPORT,259,37115,1505,21,3,11,240989,-9653756.4854,4334617.4631
